Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,80.1,77.2 - 83.0,1539,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,81.6,77.2 - 86.0,681,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,82.5,78.6 - 86.3,790,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,82.9,79.4 - 86.4,1042,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.7,0.0 - 1.6,1042,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,0.8,0.0 - 1.9,532,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,1,0.0 - 2.0,790,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,1.3,0.0 - 2.6,681,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,1.5,0.6 - 2.3,1539,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,10,7.6 - 13.2,1017,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,2.1,0.9 - 3.2,1711,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.3,2.0 - 5.3,1122,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,3.5,2.2 - 5.8,1024,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,4.1,2.4 - 5.8,1222,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,5.5,3.5 - 8.6,706,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,8.3,5.4 - 12.5,601,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,10.3,8.0 - 13.3,1166,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,10.6,7.9 - 13.2,923,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,11.2,7.8 - 14.6,725,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,11.8,8.9 - 14.8,956,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,13.1,10.7 - 15.5,1539,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,13.3,10.7 - 15.9,1349,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,13.4,10.4 - 17.1,835,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,13.6,9.1 - 18.1,521,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,13.7,10.8 - 16.6,1076,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,14.9,12.5 - 17.7,1487,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,16.5,13.2 - 20.5,757,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,18.2,15.6 - 21.2,1522,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,13.1,10.4 - 16.4,1166,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,14.1,11.0 - 17.9,835,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,15.7,12.4 - 19.8,757,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,17.2,14.6 - 20.1,1522,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,18.1,15.4 - 21.1,1487,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,3.4,1.8 - 4.9,1349,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,3.4,1.6 - 5.2,956,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,5.1,3.1 - 7.1,923,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,6.5,3.7 - 9.3,725,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,6.8,4.6 - 9.0,1076,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,8.8,5.1 - 12.5,521,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,9.1,6.9 - 11.2,1539,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,54,50.7 - 57.2,1522,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,59.4,54.8 - 63.8,757,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,62.7,59.4 - 65.9,1487,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,68.4,64.0 - 72.5,835,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,72.6,68.8 - 76.2,1166,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,74.4,71.4 - 77.4,1539,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,76.4,71.1 - 81.8,521,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,76.7,73.2 - 80.2,1076,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,80.6,76.3 - 84.9,725,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,82,78.6 - 85.4,923,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,83.1,80.2 - 86.0,1349,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,83.2,79.8 - 86.6,956,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.3,0.0 - 0.6,1349,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,1.2,0.0 - 2.6,521,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,1.6,0.3 - 2.8,956,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,1.7,0.2 - 3.2,725,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,10.6,8.5 - 13.1,1522,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,2.3,0.7 - 3.9,923,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,2.8,1.3 - 4.3,1076,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,3.4,2.1 - 4.8,1539,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,3.9,2.5 - 6.1,1166,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,4.1,2.5 - 6.6,835,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,4.3,3.0 - 6.1,1487,0
Jurisdictional Estimates,TX-Bexar County,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,8.4,5.8 - 11.9,757,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,17.2,13.4 - 21.0,669,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,17.7,14.4 - 21.0,919,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,18.6,15.5 - 21.7,1039,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,19.5,16.0 - 22.9,765,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,19.7,15.0 - 25.6,554,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,20,17.0 - 22.9,1301,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,21.7,14.1 - 31.7,214,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,21.9,17.4 - 27.3,514,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,22.3,18.6 - 26.6,832,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,23,13.9 - 32.0,185,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,23.1,19.6 - 27.1,951,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,23.7,15.5 - 31.9,223,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,12.2,9.3 - 15.9,832,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,12.5,9.8 - 15.8,951,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,13.6,9.8 - 18.5,514,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,2.4,0.0 - 5.2,223,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,3.1,1.5 - 4.7,765,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,3.4,1.8 - 4.9,1039,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,4.4,0.3 - 8.6,185,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,4.5,2.3 - 6.6,919,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,5.5,3.0 - 7.9,669,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,8.5,6.4 - 10.6,1301,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,8.9,5.6 - 13.7,554,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,9.1,4.6 - 17.0,214,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,58.4,54.3 - 62.3,951,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,61.3,55.6 - 66.7,514,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,63.1,58.6 - 67.4,832,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,66.2,59.8 - 72.0,554,0
Jurisdictional Estimates,Iowa,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,67.9,57.7 - 76.6,214,0
